sample_id,language,expected_label_norm,core_predicted,core_confidence,snippet,source_path,source_line,corpus_type,generator,seed
c2d20f4664ae5d1b25d7,C,MissingInclude,NoError,1.0,int main() { sqrt(16); return 0; },dataset\merged\all_errors_v2.csv,4,dataset,dataset/merged/all_errors_v2.csv,20260305
b5ffb4bebf20a1c35eba,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2030,mutation_invalid,mutation:import_variant,20260406
b11b03fa539e58922766,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1977,mutation_invalid,mutation:import_variant,20260406
c01ff713dcf6168b3981,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1978,mutation_invalid,mutation:import_variant,20260406
42acb77fbff93d4c19f2,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1981,mutation_invalid,mutation:import_variant,20260406
bebab727bbaa4a3fd263,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1982,mutation_invalid,mutation:import_variant,20260406
d84945656a7439fe80cc,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1993,mutation_invalid,mutation:import_variant,20260406
877921b6fd7fd394833a,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1994,mutation_invalid,mutation:import_variant,20260406
096ca075da0c7ce90ae4,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2013,mutation_invalid,mutation:import_variant,20260406
882b3db3a5c232dd59e8,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2022,mutation_invalid,mutation:import_variant,20260406
931a30394e28b6f769ab,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2023,mutation_invalid,mutation:import_variant,20260406
c9a486c1beddc490bb40,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2024,mutation_invalid,mutation:import_variant,20260406
846cf88d76d31ed3c23a,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2029,mutation_invalid,mutation:import_variant,20260406
e908d2e76e2f7a78819a,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2031,mutation_invalid,mutation:import_variant,20260406
88fda0a65afa821b925e,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,1952,mutation_invalid,mutation:import_variant,20260406
16d1f936aa7bb94ad6f2,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2040,mutation_invalid,mutation:import_variant,20260406
7f393f829e38c3ff3830,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2048,mutation_invalid,mutation:import_variant,20260406
8c2c16311b3a110a7786,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2051,mutation_invalid,mutation:import_variant,20260406
ffa94b211066fd80c876,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2062,mutation_invalid,mutation:import_variant,20260406
6731edd3863975cdc27b,Java,ImportError,MissingDelimiter,1.0,public class Main { public static void main(String[] args){ ArrayList x = new ArrayList(); } }\n,generated://mutation/Java/import_variant,2070,mutation_invalid,mutation:import_variant,20260406
